text,hashtag,sentiment,sentiment_score
another office space designed inspire productivity fostering collaboration innovation modern aesthetics comfortable strategic lighting reflect commitment atmosphere conducive elevated work,interiordesign,Positive,0.30000000000000004
step world simplicity elegance transform seamless blend golden making every corner statement elevating since,interiordesign,Positive,0.2
steel arent strong stylish theyre also perfect natural light indoors illuminate space sleek modern design,interiordesign,Positive,0.4388888888888889
marcel studio tribute charismatic cosmopolitan comes back,interiordesign,Positive,0.16666666666666666
dont miss promotion day check painting art,interiordesign,Neutral,0.0
cora side chair cora solid wood frame plywood seat upholstered choice furniture,interiordesign,Neutral,0.0
little clip jenny wren wish glass easier photograph still doesnt really show little wren glass art artisan artist garden wildlife nature,interiordesign,Negative,-0.05833333333333333
last day winter sale hurry shop sale shopping discount,interiordesign,Neutral,0.0
home read home interior design handmade art decoration furniture architecture vintage style,interiordesign,Neutral,0.0
hello kitty mood unique collage collage print abstract serigraph colour,interiordesign,Positive,0.375
dynamic rug starting shop trend fast free click rug,interiordesign,Positive,0.15000000000000002
trend design furniture,interiordesign,Neutral,0.0
experience unparalleled luxury premium elevator luxury functionality connect today redefine elevator experience call architecture safety,interiordesign,Neutral,0.0
design rubrica exhibit concept design via telegram,interiordesign,Neutral,0.0
transform bedroom style organization exquisite wardrobe say clutter hello elegance,interiordesign,Positive,1.0
fine hand knotted antique shop browse collection,interiordesign,Positive,0.4166666666666667
surprising graphics different sizes porcelain stoneware collection available hexagonal vives concrete,interiordesign,Positive,0.3125
abandoned house full project fun love exploring new testing new architecture dart visualization rendering,interiordesign,Positive,0.2845454545454545
hill house smart interior design menu,interiordesign,Positive,0.21428571428571427
angled window serve striking architectural focal character visual interest design,interiordesign,Positive,0.25
feature issue truly amazing glass panelling ensure displayed safely display architect architecture designer building,interiordesign,Positive,0.55
home interior design lock elevate space exquisite door unlock elegance lock hardware,interiordesign,Positive,1.0
know fascinating fact around world follow elevate knowledge architecture safety technology innovation,interiordesign,Positive,0.7
ceiling fabric lighting custom print wallpaper building office mall shop translucent design exhibition tech showroom architect decorative,interiordesign,Neutral,0.0
combined variety great way create personal space suit office acoustics,interiordesign,Positive,0.4
zel renk architect,interiordesign,Neutral,0.0
kan dah guna last minute pun rendering office,interiordesign,Neutral,0.0
crystal throne concept works fantasy,interiordesign,Neutral,0.0
stream smoothly crisp detail advanced technology say color banding help uninterrupted visual,interiordesign,Positive,0.1625
die ist,interiordesign,Neutral,0.0
charm front yard read join muse,interiordesign,Neutral,0.0
well explore effective ways prevent repair scratches beloved wood stay beautiful day read home,interiordesign,Positive,0.7166666666666667
best restaurant born wonder whats store,interiordesign,Positive,1.0
hard rock hotel symphony rock read muse,interiordesign,Negative,-0.2916666666666667
art vintage,interiordesign,Neutral,0.0
lunes furniture design salon cordoba,interiordesign,Neutral,0.0
dont deep fake fake nostalgia printed,interiordesign,Negative,-0.3333333333333333
villa water,interiordesign,Neutral,0.0
piece art photo get inspired visit interior house home design architecture,interiordesign,Neutral,0.0
ever stepped stunning room wonder piece truly works magic design smith studio outstanding interior design visit page,interiordesign,Positive,0.5
chi tit chi tit,interiordesign,Neutral,0.0
bedroom smart lighting interior share someone special light bedroom interior,interiordesign,Positive,0.3238095238095238
laundry usually quite small always easy keep organized ensure maximum functionality want optimize environment better routine everyday life,interiordesign,Positive,0.04666666666666667
looking creative interior designer location drop portfolio designer,interiordesign,Positive,0.5
elegance royal space wall information contact,interiordesign,Neutral,0.0
vanity oval furniture spiegel hotel,interiordesign,Neutral,0.0
think view become part whole experience,interiordesign,Positive,0.2
gypsum putty pop interior exterior construction renovation residential visit,interiordesign,Neutral,0.0
work work work work,gizmos,Neutral,0.0
coming,gizmos,Neutral,0.0
billy first band new punk rock,gizmos,Positive,0.19318181818181818
got amazing,gizmos,Positive,0.6000000000000001
beautiful art amazing cant wait game,gizmos,Positive,0.3500000000000001
amazing,gizmos,Positive,0.6000000000000001
great hold land,gizmos,Positive,0.8
cant wait,gizmos,Neutral,0.0
show best plenty wont steal last penny head page dont wait take stage might gone know hurry dont blow,gizmos,Positive,0.5
within science reps lab report used earthquake proof,gizmos,Neutral,0.0
choice simplified spicy medium mild read practice test use textbook read virtual practice exit test,gizmos,Positive,0.3333333333333333
practical shoe electronics,gizmos,Neutral,0.0
forest ecosystem live great,gizmos,Positive,0.4681818181818182
great time working yesterday live engage solidify math science learning want learn leave comment,gizmos,Positive,0.4681818181818182
excited stem tomorrow cant make session make sure reach learn,gizmos,Positive,0.4375
grade science decrease deer population directly amount survive forest ecosystem loving virtual virtual,gizmos,Positive,0.35
used science gather data different wave used simulation adjust wave compare wave speed power write quick summary lot fun template,gizmos,Positive,0.2111111111111111
science biology today used phenomenon learn photosynthesis loving way helping learn complex science,gizmos,Positive,0.15
ran great game last session wan join next game coming session event link,gizmos,Negative,-0.03333333333333333
higher living pose serious issue habitat,gizmos,Negative,-0.04166666666666666
flip click play globally unveiled phantom flip early bird sale noon ist phantom tech,gizmos,Positive,0.05
road trip share math science moline rock island canton east whew roll anyone,gizmos,Neutral,0.0
technology might seem straightforward technology article open university popular right technology different people,gizmos,Positive,0.2521428571428571
innovation,gizmos,Neutral,0.0
ending week department filled engaged building capacity order better serve,gizmos,Positive,0.45
district decided cost much enough people used dont recall used going depressed rest day try figure lab budget virtual,gizmos,Neutral,0.0
computer science problem research technology world dark chip energy future,gizmos,Negative,-0.075
student exploration laboratory grade correct study guide score,gizmos,Neutral,0.0
gan con,gizmos,Neutral,0.0
con,gizmos,Neutral,0.0
conduct critical thinking classroom learn else foster critical thinking,gizmos,Neutral,0.0
unleash inner geek get ready revolutionize life incredible electronics consumer,gizmos,Positive,0.3666666666666667
unleash tech enthusiast discover collaborate explore electronics consumer,gizmos,Neutral,0.0
tired feeling hot uncomfortable summer find difficult stay cool working electronics consumer,gizmos,Negative,-0.15999999999999998
tired mundane everyday routine looking add excitement efficiency life look today share three electronic transform way day,gizmos,Negative,-0.25555555555555554
check one latest review monologue review powerful affordable,gizmos,Positive,0.4
check one latest review baby nasal aspirator,gizmos,Positive,0.5
check one latest review stay cool anywhere hand fan review,gizmos,Positive,0.425
engage building conceptual understanding science learn empower instructional method,gizmos,Neutral,0.0
check one latest review sunny auntie magnetic building fun educational toy,gizmos,Positive,0.35000000000000003
sustainable electric toothbrush toothbrush,gizmos,Neutral,0.0
assignment solubility temperature correct graded solubility,gizmos,Neutral,0.0
